movie,task,segment_coarse.rt,segment_fine.rt,order,sub
2.4.1,segment,,"[78.59742354099944, 216.35744514800172, 332.08546251000007, 400.8774311140005, 531.501476884001, 576.4454873920004, 625.0294643050001]",coarse_fine,e152036
1.2.3,segment,"[56.80072541199479, 81.18475544499961, 152.8167232220003, 275.8167686550005, 441.8007999919937, 577.1848056210001]",,coarse_fine,e152037
6.3.9,segment,"[281.1177461309999, 304.1737248490026, 528.4857981199966]",,coarse_fine,e152037
3.1.3,segment,"[20.54094692000217, 71.09295523400215, 171.68498373900366, 342.73301131399785, 413.53301010299765, 471.47704836699995, 572.7971240039988]",,coarse_fine,e152037
2.4.1,segment,"[224.19716173600318, 332.2691640690027, 360.9251496900033, 402.47715197500656, 579.9811476960022]",,coarse_fine,e152037
1.2.3,segment,,"[56.7127604519992, 80.91277623100177, 93.31278919200122, 103.89680355100427, 143.08878194700083, 152.18480682800146, 225.04081688699807, 269.5847858769994, 284.92080039899884, 300.4008355890037, 321.5688218860014, 333.264836069, 352.25683522000327, 377.5608150890039, 401.2808416550033, 426.9608079940008, 440.82482513200375, 450.7688483649981, 457.0088459510007, 482.80884598300327, 505.4008147880013, 530.6008513089982, 553.6488275410011, 576.4968314430007, 580.9528410799976]",coarse_fine,e152037
6.3.9,segment,,"[12.223530701005075, 17.49556724500144, 54.53555370400136, 200.31954897999822, 270.5675986780043, 281.9915532150044, 303.0475792950019, 324.0075737369989, 360.7195820609995, 374.3036152630011, 414.7596070090003, 437.5276013190014, 457.8076219720024, 516.2316136510053, 526.3436068880037, 562.4316124969992, 629.287610696003, 666.0076090020011]",coarse_fine,e152037
3.1.3,segment,,"[6.15185668200138, 20.59185914000409, 28.167858924003667, 32.575869914006034, 72.63187018900499, 77.711891388004, 87.6878707270007, 95.59187148400088, 129.06389496300108, 164.15986739200162, 171.1999060550006, 180.00786892400356, 185.20790284400573, 193.1438964540066, 226.33587579600135, 252.79188687900023, 264.8719092290048, 324.8159227110009, 342.6239181800047, 350.55990432200633, 385.03197382800136, 414.9439325590065, 433.3839211980012, 460.3519324470035, 471.96794259600574, 513.6319364360024, 552.8239315820028, 567.6719219760053]",coarse_fine,e152037
2.4.1,segment,,"[11.305652600996837, 21.2896431199988, 77.52163675100019, 90.68164596099814, 94.60166435300198, 193.28965013499692, 210.5696498449979, 224.2256581949987, 241.0976457240031, 247.8176459949973, 282.95366483300313, 313.9856726319995, 332.58568294100405, 345.71368316200096, 358.44965620899893, 398.10567376400286, 408.217679966001, 459.0176644680032, 465.88169271399966, 502.3216934459997, 529.0257222099972, 537.3297166859993, 545.9456967779988, 557.7217135730025, 575.5936888619981, 580.7537240189995, 588.5776913880036, 623.9217180150008, 635.177727084003]",coarse_fine,e152037
1.2.3,segment,"[56.76447857000312, 80.86849017300119, 152.26849398099876, 279.788494997003, 336.66851711199706, 427.9565118850005, 585.3565279370014]",,coarse_fine,e152038
6.3.9,segment,"[288.48273559700465, 304.44275209800253, 437.45076189999963, 526.0907774959996, 672.5067796270014]",,coarse_fine,e152038
3.1.3,segment,"[21.578660089995537, 79.57066801399924, 172.1066598690013, 342.4347010700003, 417.53869863699947, 460.2347194920003, 572.9707311179955]",,coarse_fine,e152038
2.4.1,segment,"[223.37675498199678, 332.0087722440003, 358.4647527459965, 401.6007793499957, 535.1527652239965, 579.9688027509983, 635.184790157]",,coarse_fine,e152038
1.2.3,segment,,"[56.02896555500047, 80.8689607579945, 93.85293229699892, 144.07695491900085, 152.01294851800048, 225.14895838799566, 234.3809620269967, 269.56496084799437, 275.756968280999, 301.3731119639997, 335.51697484399483, 350.18097702399973, 379.81299603099615, 427.1890030009963, 447.6530008749978, 506.0690120479994, 529.7969892010005, 582.1969983620002]",coarse_fine,e152038
6.3.9,segment,,"[24.751086149000912, 54.28708229100448, 200.27110169400112, 270.3671053720027, 280.74311163599486, 301.7270904430043, 355.4391172100004, 373.6151294349984, 413.49512202899496, 437.11112815699016, 457.4871299399965, 494.2471485549904, 522.4391310619976, 535.7351302680036, 618.6151644710044, 663.0151632889902, 669.8391517529963]",coarse_fine,e152038
3.1.3,segment,,"[19.358679518991266, 28.542652149990317, 68.97468669299269, 79.8546678339917, 132.3506955319899, 132.4547004490014, 163.8866787779989, 189.82269657599682, 226.198707448988, 252.58270599099342, 342.7107005029975, 350.99871063799947, 384.3747092489939, 414.79873116700037, 461.3827173579921, 514.2627358280006, 523.9987259119953, 531.8387395149912, 566.2067293019936, 584.046749969988]",coarse_fine,e152038
2.4.1,segment,,"[9.181636530003743, 194.3816427920101, 223.18164921300195, 239.7096490450058, 285.9096701870003, 332.2536622100015, 357.91765729000326, 397.4376789300004, 409.03769376499986, 535.1176887150068, 541.3896889540047, 557.5817136289988, 579.1737111830007, 587.6298236820003, 593.3176980650023, 625.3657225120114, 635.2217264630017, 641.8617205190094]",coarse_fine,e152038
1.2.3,segment,,"[8.041699631000029, 59.00169526399986, 80.94571627000005, 86.09770216900006, 152.18569472399986, 155.3376988230002, 226.07374412399986, 236.06574819900015, 269.4817498890002, 285.42573115000005, 301.25772444999984, 324.72172932600006, 336.273732826, 353.8257215120002, 378.34574118, 401.657715671, 427.4337652019999, 444.9057808130001, 507.56978625600004, 533.0497669739998, 576.5137871659999]",fine_coarse,e152039
6.3.9,segment,,"[20.437585016000412, 71.39758997399986, 201.32558405700001, 202.08560214600038, 270.80561745900013, 284.6856230829999, 317.1175949160006, 317.8296132989999, 416.9176510369998, 441.8536396600002, 523.4456247030002, 553.3016310590001, 634.5896918030003, 635.6537291310005, 668.9576761050002]",fine_coarse,e152039
3.1.3,segment,,"[22.65538621200085, 28.151420625000355, 29.879403456000546, 65.3274068260007, 78.16742478800006, 170.27939314800005, 172.91941275200043, 342.97542511700067, 343.8954406270004, 414.90344177300085, 419.8794343060008, 462.1274403330008, 469.59147841700087, 572.5274894240001, 573.3594695840002, 583.2794793870007]",fine_coarse,e152039
2.4.1,segment,,"[13.64187246199981, 79.10586906599929, 91.96189556399986, 176.27390582499993, 221.08190412899967, 314.58589038599985, 334.497925658, 348.8579169129998, 361.7619147059995, 397.481976993, 405.03393826499996, 530.2419435509992, 583.8099444579993, 626.1939447509994]",fine_coarse,e152039
1.2.3,segment,"[7.243328714999734, 81.06736076200013, 83.95533496900043, 152.4993473679997, 153.89936667100028, 581.5074070070004]",,fine_coarse,e152039
6.3.9,segment,"[15.889595184000427, 279.52962412500074, 284.70565156200064, 529.1536440950003, 529.8416829500002, 677.0017151580005]",,fine_coarse,e152039
3.1.3,segment,"[8.338227131999702, 20.474256225000317, 428.7303308800001, 432.9303244599996, 564.8503221090004, 571.1383233200004]",,fine_coarse,e152039
2.4.1,segment,"[-8.226201739000317, 16.44579617099953, 201.60583001099985, 358.4938670219999, 415.39786911199917, 415.86186719000034, 623.877892180999]",,fine_coarse,e152039
1.2.3,segment,,"[56.990478620999966, 81.2304797910001, 93.73448465999991, 104.05449511499955, 142.91849993599953, 154.55854770400038, 225.27051375199972, 235.50253510699986, 269.78250076400036, 285.1904935829998, 288.67851547400005, 300.19051609599956, 333.62252855299994, 341.1185313119995, 372.4545172010003, 378.0145372549996, 430.5105434569996, 446.0945206440001, 505.74257075700007, 531.2545644319998, 576.3425684180002]",fine_coarse,e152040
6.3.9,segment,,"[20.80515322700012, 56.7331234229996, 78.10913205599991, 207.7091490619996, 276.3571535299998, 305.02117402099975, 325.1331668189996, 417.4851867159996, 445.3572080670001, 525.3811761279994, 634.66920682, 670.5812053969994]",fine_coarse,e152040
3.1.3,segment,,"[20.697008760000244, 69.17701527200006, 170.5850287580006, 193.2410272090001, 252.90505109600053, 324.56107203600004, 361.68908804700004, 377.6010673960009, 419.66505939700073, 459.68105671600006, 480.32105094600047, 524.969083641, 570.2970804590004]",fine_coarse,e152040
2.4.1,segment,,"[10.859733378999408, 89.24376237099932, 108.28373765299966, 122.78774741500001, 134.97177545499926, 152.58773128199937, 174.4037704579996, 290.45979400099986, 329.4197634819993, 338.0598306029997, 352.3557851129999, 363.275766277, 397.51578347899977, 415.0997904629994, 465.76379413199993, 530.915863061, 576.8438351339992, 644.499815743]",fine_coarse,e152040
1.2.3,segment,"[82.17815742099992, 153.9461668060003, 352.33019168699957, 584.4262491070003]",,fine_coarse,e152040
6.3.9,segment,"[14.329617624000093, 286.61764597300044, 288.06564584100033, 527.5616970809997, 670.1776907890007]",,fine_coarse,e152040
3.1.3,segment,"[30.695257187999232, 134.31924088300002, 187.87927394899998, 328.91927625099925, 391.6073195959998, 569.0553782259994]",,fine_coarse,e152040
2.4.1,segment,"[82.27738460699948, 196.069393365, 245.62939043000006, 333.885388480001, 362.16545172599945, 407.32544333999977, 626.1494544889993, 640.3174411550008]",,fine_coarse,e152040
1.2.3,segment,,"[56.71747496399985, 80.8375183950011, 226.03752692400303, 277.9095425790001, 301.77355475900185, 334.38153821800006, 377.93356032700103, 427.44554873800007, 453.82955254100307, 506.71755744500115, 584.4615877739998]",fine_coarse,e152041
6.3.9,segment,,"[86.65433408299941, 109.37433488800161, 271.53434411299895, 325.558383530999, 416.9823991660014, 523.4463830220011, 535.6704081110001, 668.0544132680006]",fine_coarse,e152041
3.1.3,segment,,"[20.415166479000618, 68.44714753200242, 152.31929937400128, 253.62319226199907, 327.4231805540003, 384.31922753800245, 414.9192266499995, 463.3352001300009, 579.5192524140002]",fine_coarse,e152041
2.4.1,segment,,"[197.69668752599682, 213.67266242199912, 318.58467630099767, 362.43272840899954, 405.0167131419985, 586.624739404997, 631.9287266539977]",fine_coarse,e152041
1.2.3,segment,"[81.62128330399719, 234.53332944000067, 275.94932115700067, 440.7813371739976, 576.797357039999]",,fine_coarse,e152041
6.3.9,segment,"[297.88922106099926, 322.28922153299936, 417.0252413620001, 616.7852576309997, 672.2572829349992]",,fine_coarse,e152041
3.1.3,segment,"[22.872255149999546, 172.60028765300012, 339.49630025700026, 415.9122952389989, 456.00832811799773]",,fine_coarse,e152041
2.4.1,segment,"[204.5104022029991, 318.24640221299705, 362.2464259469998, 399.5424102279976, 531.8624485589971, 626.7824342199965, 641.3985372529969]",,fine_coarse,e152041
1.2.3,segment,"[83.1887429389999, 150.64470599899983, 582.8607924499997]",,coarse_fine,e152042
6.3.9,segment,"[-8.554198666999582, 13.96581169000001, 318.9818565090004, 539.0378669290003, 674.1018716530002, 677.149866793]",,coarse_fine,e152042
3.1.3,segment,"[-6.409550027000023, -6.225549903000228, 5.342442317999939, 26.622467015999973, 582.12653533]",,coarse_fine,e152042
2.4.1,segment,"[-7.839649448000273, -7.655651260000013, -7.503651674000139, -7.375645173000066, -7.239653943000121, -7.095651019000343, -6.959679208000125, 25.768363749999935, 350.7843805759999, 641.4244317590001]",,coarse_fine,e152042
1.2.3,segment,,"[-6.84788239000045, 57.59212908599966, 84.86413619699943, 144.87214144599966, 280.2721287229997, 309.1521209399998, 340.560176639, 380.87217566100026, 430.336176367, 447.47214298699964, 520.0961843429995, 578.8162044379997]",coarse_fine,e152042
6.3.9,segment,,"[-10.31697757100028, 87.24306692800019, 300.5390568869998, 329.11507113100015, 461.47508904999995, 527.1470763360003, 566.9791281790003, 633.3071448179999, 678.2591445919998]",coarse_fine,e152042
3.1.3,segment,,"[-6.730915296000603, -6.482922940000208, 21.925097008000193, 71.2450842319995, 134.58908643199993, 193.6371102109997, 229.62914291000016, 267.82109156000024, 343.77313041900015, 427.621159886, 458.25311150200014, 504.637149012, 573.2531470829999, 582.3171489079996]",coarse_fine,e152042
2.4.1,segment,,"[-5.618751457000144, 86.90126630199939, 114.26924760899965, 196.5652421879995, 240.65323664699918, 313.0372473539992, 337.81329211499997, 361.06928257399977, 409.27728510699944, 534.4452985419994, 577.6213869139992, 637.8773264459996]",coarse_fine,e152042
1.2.3,segment,,"[62.62927762400068, 81.8613175069986, 94.54925941299734, 153.34931865399994, 235.7012844839992, 286.4932947699999, 352.59732599499694, 402.0213274369962, 457.109350627994, 584.9733751899985]",fine_coarse,e152044
6.3.9,segment,,"[20.651392911000585, 313.58741697799996, 440.81146566700045, 526.4274713100021, 671.8354947639964]",fine_coarse,e152044
3.1.3,segment,,"[71.83520445099566, 171.99522789500043, 347.49124672099424, 472.0112558949986, 575.7792457369942, 584.1312496879982]",fine_coarse,e152044
2.4.1,segment,,"[20.54686424299871, 244.7389203060011, 349.8349262060001, 361.7549151209969, 407.0909295140009, 582.7549697779978, 638.8029499309996]",fine_coarse,e152044
1.2.3,segment,"[13.127867868999601, 94.91189163400122, 158.7838779609956, 289.9679040150004, 353.8238903849997]",,fine_coarse,e152044
6.3.9,segment,"[16.825351689003583, 282.51337241400324, 529.3213918740003, 672.3854018390048]",,fine_coarse,e152044
3.1.3,segment,"[8.98071032900043, 81.42073127600452, 173.80475678700168, 347.3967607080049, 432.12479149400315, 483.1247868450009, 584.1488125130054]",,fine_coarse,e152044
2.4.1,segment,"[15.63624100600282, 248.52426522400492, 361.3883079840016, 406.08428444800666, 641.6043267630012]",,fine_coarse,e152044
1.2.3,segment,"[-2.475532526999814, 54.79648622700006, 80.2764709560015, 151.7085165410008, 273.7804986530009, 303.7005320520002, 335.97251368900106, 427.70050379400163, 577.0525224380017, 584.4365500399999]",,coarse_fine,e152045
6.3.9,segment,"[280.36486941600015, 305.14089433900153, 429.54091244600204, 524.3968913310018, 669.4369409560022]",,coarse_fine,e152045
3.1.3,segment,"[24.89375630699942, 76.54976555599933, 170.41376134600068, 343.0618005319993, 414.997808909, 459.62979085999905, 569.861854155999]",,coarse_fine,e152045
2.4.1,segment,"[223.13682765499834, 332.1288307850009, 360.2168588029999, 401.8648536699984, 532.6728946299991, 632.0808812569994]",,coarse_fine,e152045
1.2.3,segment,,"[59.808928954000294, 82.01691825200032, 152.58491677300117, 226.2489329710006, 270.04093677700075, 285.80096187899835, 302.00894835299914, 335.45693786799893, 378.3529605600015, 427.42502010799944, 450.8249944240015, 506.7449972680006, 576.4970023269998]",coarse_fine,e152045
6.3.9,segment,,"[57.76821300099982, 203.6882068770028, 270.60024315400005, 282.52820534700004, 304.0242085110003, 418.10427033700034, 438.02426297700003, 526.5282351349997, 634.2562636500006, 669.6242717099994]",coarse_fine,e152045
3.1.3,segment,,"[20.791891034998116, 68.63188910899771, 170.59191360600016, 336.90394595700127, 419.3439437470006, 453.2239606820003, 514.447962500999, 566.7439772479993, 581.8239901909983]",coarse_fine,e152045
2.4.1,segment,,"[81.74489992600138, 81.92891509499896, 210.69692787999884, 239.50494715899913, 313.82492939299846, 332.1609854720009, 358.6649622570003, 402.48895702200025, 531.6809763509991, 576.1449655559991, 625.9049610180009, 642.6330044640017, 642.7769860109984]",coarse_fine,e152045
1.2.3,segment,,"[-2.4283945829956792, 8.235614642006112, 56.76359211300587, 80.72372121200169, 93.29162911200547, 103.46761799700471, 142.98761475900392, 151.36364395700366, 159.45161938900128, 273.3076075200006, 288.883647434006, 301.5476291590021, 324.84365999600413, 333.7876565250044, 378.20366501800163, 427.34765717300616, 449.91565282100055, 505.91566194400366, 530.8996742599993, 584.1236491680029]",fine_coarse,e152046
6.3.9,segment,,"[12.684773547996883, 16.532794918995933, 26.428838354993786, 274.1408014089975, 281.46080978700047, 304.0848158539957, 355.64483942999505, 417.0608308709998, 525.9088513280003, 530.8528190879952, 536.3088544939965, 635.2528429469967, 668.9408826769941]",fine_coarse,e152046
3.1.3,segment,,"[6.341523041002802, 10.733533306003665, 20.693508320000547, 28.54154729700531, 69.22152206399915, 79.23752086400054, 100.8295295900025, 136.47754766399885, 170.25354092199996, 181.76555580900458, 207.75755734700215, 254.7335698060051, 352.4615792370023, 375.90156198200566, 386.3895696930049, 406.89356206900266, 433.0615980060029, 453.469587986001, 467.3095554570027, 479.24557047000417, 510.5335940940058, 553.3256214700014, 573.5815874600012, 584.2135914310056]",fine_coarse,e152046
2.4.1,segment,,"[7.990733739999996, 14.71075686399854, 24.094774008997774, 79.91078753300098, 90.89474481799698, 190.31076659799874, 197.03079160400375, 242.19083226200019, 284.92677031199855, 332.3268065660013, 357.55078804500226, 415.55079706299875, 533.3669689750022, 537.1908111169978, 542.5508209969994, 584.8868282600015, 625.9188215239992, 640.1908384530034, 642.6468284319999]",fine_coarse,e152046
1.2.3,segment,"[3.721856759999355, 83.44187122199946, 152.84987245200318, 277.66588348700316, 442.24189684799785, 580.5219042550016]",,fine_coarse,e152046
6.3.9,segment,"[4.029907925003499, 26.2299059950019, 278.93394903199805, 315.5499293269968, 440.0540455570008, 526.0219719000015, 640.109966723001, 670.7019993779977, 673.9020007910003]",,fine_coarse,e152046
3.1.3,segment,"[8.5236041820026, 181.97960219700326, 476.0116424299995, 583.2836487059976]",,fine_coarse,e152046
2.4.1,segment,"[17.44963660099893, 315.74569401700137, 361.6176688530031, 532.3617042289989, 634.0817092409998, 642.1937293369992]",,fine_coarse,e152046
1.2.3,segment,"[58.050115560996346, 81.10615420899558, 145.1941336979944, 166.2421608079967, 233.81815215000097, 272.2101502689984, 287.1061860109985, 304.57018151199736, 320.3541672430001, 335.30616056399595, 348.6821785389984, 379.0341885739981, 430.1381946959955, 450.94618955699843, 508.31418276399927, 579.170185119001]",,coarse_fine,e152047
6.3.9,segment,"[62.220420778001426, 285.21247108199896, 426.26848290600174, 426.96447599199746, 538.460463139003]",,coarse_fine,e152047
3.1.3,segment,"[69.29637740700127, 134.3603701710017, 168.12837950200628, 229.7604217360058, 333.1684050360054, 384.30440753000585, 431.3124178650032, 460.53642218400637, 515.6404083440066, 515.792439997007, 567.2804057750036]",,coarse_fine,e152047
2.4.1,segment,"[-7.984923561001779, -7.360927052002808, -6.128914625005564, -5.47293133000494, 195.37507878999895, 222.6391114479993, 332.31913624799927, 363.30311316799634, 419.0711240709934, 585.7271640749968, 610.9671507579988, 633.3191799220003]",,coarse_fine,e152047
1.2.3,segment,,"[62.6596133330022, 80.57163470100204, 147.25161992699577, 160.0836170420007, 230.34765899700142, 273.7156430429968, 303.6516355490021, 325.195642865001, 335.04364150799665, 348.0756288439952, 369.63564541099913, 378.36366235600144, 401.61164728699805, 428.9316618590019, 454.5156457039993, 505.78768310699525, 578.4436840689959]",coarse_fine,e152047
6.3.9,segment,,"[20.92443336100405, 281.88447386400367, 326.236501970001, 418.6605174159995, 444.2845159130011, 539.5485154100024, 669.580546533005]",coarse_fine,e152047
3.1.3,segment,,"[72.53658132000419, 117.25662916800502, 152.2406276630063, 204.12064835000638, 226.32063150100294, 334.8646383210071, 380.6806268050059, 409.9366628810021, 427.144649589005, 464.5366711720053, 481.16867349400127, 515.3526424950032, 554.912670978003]",coarse_fine,e152047
2.4.1,segment,,"[101.87538434899761, 179.45144448400242, 219.85141640299844, 332.3714357139979, 387.8834403619985, 430.53946569199616, 544.347467560001, 581.2915287709984, 627.0034654850024]",coarse_fine,e152047
1.2.3,segment,,"[8.687771788999726, 73.59978206599999, 81.52782004899973, 151.8957862819998, 191.4557796439999, 274.655794283, 338.25578946899986, 441.5118240419997, 576.4878604939995]",fine_coarse,e152049
6.3.9,segment,,"[56.491586071999336, 201.67559588399945, 278.6196133220001, 417.2116437710001, 526.2276854539996, 670.8196635609993]",fine_coarse,e152049
3.1.3,segment,,"[30.651269230999787, 83.0512751440001, 171.04329483999936, 460.89131230899966, 576.2033527909998]",fine_coarse,e152049
2.4.1,segment,,"[216.57383810700048, 332.6378263310007, 404.0299003730006, 533.1978746560007, 579.2218937950001, 642.9098537580003]",fine_coarse,e152049
1.2.3,segment,"[83.7316375850005, 153.94760273300017, 280.9396448060006, 341.3636650670005, 580.707680947]",,fine_coarse,e152049
6.3.9,segment,"[281.23417490300017, 526.0262272290001, 671.7702383679998]",,fine_coarse,e152049
3.1.3,segment,"[19.405413974000112, 344.01344928399976, 406.8374692970001, 576.3174929049992]",,fine_coarse,e152049
2.4.1,segment,"[243.4631719029985, 335.64714674099923, 358.39115029999994, 404.02315051999904, 637.9352220599994]",,fine_coarse,e152049
1.2.3,segment,"[58.223971095001616, 80.97600004500418, 94.0719782649976, 152.2159927870016, 275.5120445200009, 352.5680625690002, 441.7200782860018, 581.4480501189973]",,coarse_fine,e152050
6.3.9,segment,"[27.375702707999153, 56.47171733399591, 202.40773923300003, 275.7437468559947, 303.75170680799783, 438.50375875499594, 527.0877326659975, 635.0797650219974]",,coarse_fine,e152050
3.1.3,segment,"[21.1069581030024, 70.02692280100018, 171.6509587649998, 343.49098471400066, 416.32301385200117, 460.79502596100065, 571.5630334529997]",,coarse_fine,e152050
2.4.1,segment,"[223.9556517989986, 332.61965146800503, 363.3316581750041, 405.55568108100124, 538.4117087690029, 584.5797217629952, 637.5797177220011]",,coarse_fine,e152050
1.2.3,segment,,"[35.43959174399788, 56.86360691199661, 81.23160202999134, 93.9676017719903, 101.52760261298681, 144.7916080159921, 151.79961864399957, 225.81562291798764, 277.3916220760002, 304.06362557198736, 337.67963709098694, 379.65565846298705, 427.58366106699395, 450.6956405099918, 505.7116579079884, 580.9756436199968]",coarse_fine,e152050
6.3.9,segment,,"[25.287344918004237, 57.95138594300079, 201.31938197099953, 282.90339833400503, 304.69540444901213, 437.27141525600746, 528.2154253949993, 633.87143478301]",coarse_fine,e152050
3.1.3,segment,,"[21.147361573996022, 28.49935662499047, 65.73133931600023, 69.59533540900156, 81.09937500899832, 133.78735105298983, 153.51536682998994, 190.14738037600182, 265.66739387999405, 343.075392557992, 385.5154024689982, 415.4274063740013, 460.8993958880019, 566.8514365469891]",coarse_fine,e152050
2.4.1,segment,,"[10.187418380999588, 21.243434793999768, 89.05946560499433, 224.17947231099242, 240.54746678299853, 285.47545579698635, 332.30746418099443, 359.6834686839866, 401.99551526398864, 537.2834991669952, 582.4995509839937, 635.2355024939898]",coarse_fine,e152050
1.2.3,segment,,"[57.947293915000046, 81.51530949899461, 97.53131164899969, 146.44331100299314, 152.95532491299673, 226.61131698200188, 236.3153029929963, 269.80332307200297, 288.45932724500017, 301.0833447729965, 323.4753337089933, 333.2353414889949, 352.4513220270019, 378.19535200799874, 401.6273198840063, 426.6033560689975, 442.26737145399966, 505.6993841749936, 530.4193279640022, 576.9153346660023, 584.9473409439961]",fine_coarse,e152051
6.3.9,segment,,"[283.78150812900276, 306.9175085260067, 437.5655281770014, 526.5815233690082, 635.1655680969998, 670.2215378050023, 675.3015641020029]",fine_coarse,e152051
3.1.3,segment,,"[21.646111616006237, 70.86211218799872, 172.35814236100123, 343.22215205599787, 419.4381634390011, 463.07818566300557, 572.9741818059993, 585.3022067160055]",fine_coarse,e152051
2.4.1,segment,,"[92.08713573899877, 223.5591371749906, 332.7031901359878, 361.0151715529937, 401.17519500499475, 532.5832176849945, 580.1192001049931, 634.911180939991, 643.0712157749949]",fine_coarse,e152051
1.2.3,segment,"[7.854082591002225, 82.23007836700708, 153.390090779998, 581.0301758610003, 584.3901533960016]",,fine_coarse,e152051
6.3.9,segment,"[11.855492757997126, 283.01556861899735, 527.8235783989949, 670.3035705950024, 674.5275840850081]",,fine_coarse,e152051
3.1.3,segment,"[6.306604304991197, 21.970610670992755, 418.23466306099726, 576.3546407859976, 584.4266725880007]",,fine_coarse,e152051
2.4.1,segment,"[11.985337424994214, 334.2813475479925, 360.71335170399107, 402.625330734998, 631.0653684169956, 642.8574010709999]",,fine_coarse,e152051
1.2.3,segment,"[81.72706889100027, 152.44710876200043, 276.1511217289999, 338.0230809300001, 442.1111426409998, 577.3831277030004]",,coarse_fine,e152052
6.3.9,segment,"[280.90900196799976, 308.1649996059996, 437.8449927239999, 526.3730398859998]",,coarse_fine,e152052
3.1.3,segment,"[21.639141316999485, 170.39914653699998, 342.5991448649993, 415.7111512169995, 574.8551843939995]",,coarse_fine,e152052
2.4.1,segment,"[222.1265697660001, 332.7986334289999, 363.9826333709998, 406.43860392399984, 577.2306427129997, 633.3586348279996]",,coarse_fine,e152052
1.2.3,segment,,"[57.836421881000206, 82.81239442399965, 93.44439878799949, 157.6843987530001, 225.12446007499966, 235.61242293000032, 269.6124129589998, 300.18846362299973, 321.22039867500007, 332.6284225500003, 338.620421224, 377.72442374799994, 401.25244995199955, 426.2764548109999, 443.7964386550002, 504.5164507669997, 531.9084729870001, 575.5804565729995, 584.2044438189996]",coarse_fine,e152052
6.3.9,segment,,"[23.577514468000118, 54.361533604000215, 201.0335300029992, 270.2178220199994, 280.56154806200084, 304.9615207529996, 374.3215790229997, 436.93757090000054, 526.1775695860006, 669.5456478429996]",coarse_fine,e152052
3.1.3,segment,,"[20.19265679000091, 28.288670707001074, 68.8806267430009, 80.13665395000135, 136.8166465890008, 164.76865233800163, 170.23268819200166, 185.1446795110005, 199.59266897700036, 324.3126847980002, 342.7446876540016, 384.56872451000163, 412.91268366700024, 433.0966965380012, 462.74470285200005, 506.73671169200134, 552.7367202920013, 563.6566975860005, 583.9607633490014]",coarse_fine,e152052
2.4.1,segment,,"[9.874938803999612, 86.042942656999, 193.6989750419998, 211.57098199599932, 238.65897201199914, 329.82699675599906, 375.1789973060004, 398.4590275270002, 535.3790240189992, 577.3150275549997, 628.0750059660004, 639.9950516339995]",coarse_fine,e152052
1.2.3,segment,,"[-3.8785895520013582, -1.6786362179991556, -0.9185880069999257, -0.11059219099843176, 9.145358018999104, 57.105363075999776, 76.70536433600137, 90.92938681099986, 156.60137428600137, 291.5454235340003, 520.9774247620007]",fine,e152015
6.3.9,segment,,"[-3.04481836800187, -2.8528105770019465, -1.3568120220006676, 22.035184348998882, 374.0832002019997, 477.2672405609992]",fine,e152015
3.1.3,segment,,"[-1.5481128020001051, 20.563872091999656, 101.22788278499866, 123.03591147299812, 191.21189501799745, 309.4519081010003, 321.79590771400035, 464.62793056199735]",fine,e152015
2.4.1,segment,,"[-4.705908574000205, -3.6419107759975304, -1.097896616000071, 0.07807486500314553, 50.606076660002145, 581.5661657900018]",fine,e152015
1.2.3,segment,,"[-3.9709721869985515, -1.9869534439985728, -1.6349642399982258, -1.3709105849993648, 0.10901737500171294, 70.73305802100003, 81.8690380400003, 146.54104210200057, 164.58906063800168, 271.7490785980008, 302.229068396, 379.46908218300086, 427.81308416900174, 456.2450713120015, 508.91708246500093, 583.3891119610016]",fine,e152019
6.3.9,segment,,"[-7.288111015999675, 426.99193947000094, 535.335955939001]",fine,e152019
3.1.3,segment,,"[-7.006788721000703, -6.646769879000203, -6.302769089001231, -3.6387696050005616, 26.897199596000064, 104.33721910199893, 192.5852390229993, 260.92126881700096, 345.1372541569981, 355.8172824719986, 440.8172697910013, 578.6732879070005]",fine,e152019
2.4.1,segment,,"[77.69595792600012, 224.19997898200018, 332.75999218200013, 416.16000369500034]",fine,e152019
1.2.3,segment,"[81.93192022400035, 152.1719574919989, 272.47596982699906, 582.4279631539976]",,coarse_fine,e152020
6.3.9,segment,"[302.31021945400425, 528.166271287002]",,coarse_fine,e152020
3.1.3,segment,"[20.507766886003083, 73.29976459200407, 345.7317984649999]",,coarse_fine,e152020
2.4.1,segment,"[221.2103349530007, 406.6023664320019]",,coarse_fine,e152020
1.2.3,segment,,"[81.04480010299449, 144.62081353999383, 273.07685341599426, 445.13284822099376, 563.2848635739938, 577.4848930199951, 584.548843601995]",coarse_fine,e152020
6.3.9,segment,,"[283.34385585100244, 321.51189223099936, 421.951903176996, 537.631899259999, 632.335926824002]",coarse_fine,e152020
3.1.3,segment,,"[89.49967516899778, 161.4997001649972, 366.5877116479969, 407.0357207979978, 457.0117329400018, 565.8917884699986, 585.1077659750008]",coarse_fine,e152020
2.4.1,segment,,"[12.662152894998144, 207.40620109399606, 320.3261820889966, 577.8302404720016]",coarse_fine,e152020
1.2.3,segment,,"[25.888434984000014, 80.26447188100019, 94.616434948, 142.39246145800053, 229.28845562699962, 295.0884755510001, 354.8324941329997, 479.12851663300034]",fine_coarse,e152027
